来源：hk.jobsdb.com,生成时间：2026-06-13 21:22:47,申请总数：43,记录总数：2171
序号,公司,职位,状态,来源,薪资,记录时间
1878,Xircle Talent,"Founder Associate, Growth&Tech Lead",skipped_reject,SavedSearch:ai,,2026-06-13 20:06:21
1879,"JPMorgan Chase Bank, N.A.","Data Strategy & Enablement – Associate, APAC Chief Data & Analytics Office",skipped_reject,SavedSearch:ai,,2026-06-13 20:06:40
1880,易信雲科技有限公司,总经理,skipped_region,SavedSearch:ai,,2026-06-13 20:06:45
1881,Fides Solutions Limited,ETL Engineer,skipped_region,SavedSearch:ai,,2026-06-13 20:06:50
1882,NEXSEN HONG KONG LIMITED,Senior Research Lead (Translational Diagnostics / Aptamer Platform),skipped_reject,SavedSearch:ai,,2026-06-13 20:07:06
1883,Crypto.com,Social Media Manager,skipped_reject,SavedSearch:ai,,2026-06-13 20:07:25
1884,CLP Group,Solution Architect,skipped_reject,SavedSearch:ai,,2026-06-13 20:07:43
1885,"JPMorgan Chase Bank, N.A.",Director of Software Engineering,skipped_reject,SavedSearch:ai,,2026-06-13 20:07:58
1886,Midland Holdings Limited 美聯集團,Data Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 20:08:56
1887,eSix Limited,R&D engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:09:19
1888,EASENORY TECHNOLOGY LIMITED,R&D Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:09:41
1889,QIMA Limited,Business Intelligence Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:09:58
1890,"Fortsense Technology (HK) Co.,Limited",Senior Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:10:17
1891,Bridge AI Gaming,Project Manager,skipped_reject,SavedSearch:ai,,2026-06-13 20:10:35
1892,Hong Kong SAR Oncology Centre Limited,IT manager (Data Platform),skipped_reject,SavedSearch:ai,,2026-06-13 20:10:52
1893,"JPMorgan Chase Bank, N.A.",Associate - APAC Firmwide Chief Data Office,skipped_reject,SavedSearch:ai,,2026-06-13 20:11:08
1894,ICC (Hong Kong) Limited,Intern Embedded Software Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:11:26
1895,Chery Global Innovations (Hong Kong) Limited,Academic Collaboration Ecosystem Expert,skipped_reject,SavedSearch:ai,,2026-06-13 20:11:43
1896,Michael Page International (HK) Ltd,Data Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:12:00
1897,Michael Page International (HK) Ltd,Robotics Software Engineer (Robot Operating System 2.0),skipped_region,SavedSearch:ai,,2026-06-13 20:12:05
1898,ServiceNow,"CRM Sr Advisory Solution Consultant, Hong Kong",skipped_reject,SavedSearch:ai,,2026-06-13 20:12:21
1899,Aztech Systems (Hong Kong) Ltd,Senior R&D Hardware Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:12:42
1900,PyrolSys Technology Limited,Technology Director,skipped_reject,SavedSearch:ai,,2026-06-13 20:12:59
1901,Skybotics Technology Limited,Mechatronics Engineer (Robotics),skipped_reject,SavedSearch:ai,,2026-06-13 20:13:15
1902,Huatai Financial Holdings (Hong Kong) Limited,IT - Mobile APP Business Analyst / Product Manager,skipped_reject,SavedSearch:ai,,2026-06-13 20:13:32
1903,IO Tech Solutions Limited,Fullstack Engineer - IO Tech Solutions,skipped_reject,SavedSearch:ai,,2026-06-13 20:13:47
1904,"Centre for Artificial Intelligence and Robotics, Hong Kong Institute of Science & Innovation, Chinese Academy of Sciences",Embedded Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:14:01
1905,Meritco Service,Secondary Market Reseacher（based in Hong Kong or Shanghai）,skipped_reject,SavedSearch:ai,,2026-06-13 20:14:19
1906,Quam Plus Financial,Software Developer (J-2608),skipped_reject,SavedSearch:ai,,2026-06-13 20:14:39
1907,Kuehne + Nagel (HK),Senior Software Engineer,skipped_region,SavedSearch:ai,,2026-06-13 20:14:45
1908,Customindz Limited,Project Manager,skipped_reject,SavedSearch:ai,,2026-06-13 20:15:01
1909,Advanced Biomedical Instrumentation Centre ABIC,Research Assistant I / II,skipped_reject,SavedSearch:ai,,2026-06-13 20:15:17
1910,"JPMorgan Chase Bank, N.A.","Vice President, APAC Firmwide Chief Data Office",skipped_reject,SavedSearch:ai,,2026-06-13 20:15:36
1911,亨盛系統有限公司,Senior AWS Data Solution Architect,skipped_reject,SavedSearch:ai,,2026-06-13 20:15:54
1912,SMARTECH PAVEMENT LIMITED,R&D Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:16:10
1913,Jobs via eFinancialCareers,Fixed Income Trading Analyst - eFinancialCareers,skipped_reject,SavedSearch:ai,,2026-06-13 20:16:26
1914,"Centre for Artificial Intelligence and Robotics, Hong Kong Institute of Science & Innovation, Chinese Academy of Sciences",Structural Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:16:42
1915,Balyasny,Quantitative Researcher (Summer Internship),skipped_reject,SavedSearch:ai,,2026-06-13 20:16:59
1916,Crypto.com,Quant Trader (VP),skipped_reject,SavedSearch:ai,,2026-06-13 20:17:23
1917,CLP Group,Senior Enterprise Architect,skipped_reject,SavedSearch:ai,,2026-06-13 20:17:40
1918,TR at CUHK Company Limited (For Talent Pool only),Technical Program Manager (Ref.: CHIP2026-004),skipped_reject,SavedSearch:ai,,2026-06-13 20:17:57
1919,Mantus,Application Support Consultant – Employee Benefits Concierge,skipped_reject,SavedSearch:ai,,2026-06-13 20:18:13
1920,Hong Kong SAR Oncology Centre Limited,"Head of Digital Solutions (100-120K), Large Insurance company",skipped_reject,SavedSearch:ai,,2026-06-13 20:18:28
1921,The Payment Cards Group Limited,Backend Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:18:48
1922,Polymer Capital Taiwan,Junior Quant Investment Analyst (Equities),skipped_reject,SavedSearch:ai,,2026-06-13 20:19:05
1923,Pure Hong Kong,Transformation Specialist - Pure Hong Kong,skipped_reject,SavedSearch:ai,,2026-06-13 20:19:22
1924,CIGP,Head of Markets Technology,skipped_reject,SavedSearch:ai,,2026-06-13 20:19:38
1925,City University of Hong Kong,Chair Professor/Professor/Associate Professor/Assistant Professor,skipped_reject,SavedSearch:ai,,2026-06-13 20:19:57
1926,海光訊息技術股份有限公司,生态合作经理 Ecosystem Partnership Manager,skipped_reject,SavedSearch:ai,,2026-06-13 20:20:22
1927,Waniverse Distribution Limited,Channel / Account Manager (Cloud & IT Solutions),skipped_reject,SavedSearch:ai,,2026-06-13 20:20:38
1928,Wati.Io,Full-Stack Engineer - Frontend Focus (SaaS),skipped_reject,SavedSearch:ai,,2026-06-13 20:20:54
1929,IO Tech Solutions Limited,Full Stack Engineer (Python and React),skipped_reject,SavedSearch:ai,,2026-06-13 20:21:13
1930,Hong Kong SAR Oncology Centre Limited,Full Stack Developer,skipped_reject,SavedSearch:ai,,2026-06-13 20:21:32
1931,Logistics and Supply Chain MultiTech R&D Centre Limited,Senior Programmer,skipped_reject,SavedSearch:ai,,2026-06-13 20:21:50
1932,Michael Page International (HK) Ltd,"QA Test Engineer (Cloud platform), 45k",skipped_reject,SavedSearch:ai,,2026-06-13 20:22:12
1933,Fasanara,Business Development & Partnerships Associate,skipped_reject,SavedSearch:ai,,2026-06-13 20:22:31
1934,ByteDance,Customer Success Manager - BytePlus - Hong Kong,skipped_reject,SavedSearch:ai,,2026-06-13 20:22:52
1935,Robocore Technology Limited,Senior Hardware Engineer (Research & Field Deployment),skipped_reject,SavedSearch:ai,,2026-06-13 20:23:08
1936,Hong Kong SAR Oncology Centre Limited,"Data Analyst, Contract",skipped_reject,SavedSearch:ai,,2026-06-13 20:23:28
1937,Crypto.com,"Senior Product Manager, Trading(Crypto.com App)",skipped_reject,SavedSearch:ai,,2026-06-13 20:23:52
1938,"Meiji Health Tech Co., Limited",Biomedical Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:24:08
1939,binance,Binance Accelerator Program - Institutional Business Development,skipped_reject,SavedSearch:ai,,2026-06-13 20:24:26
1940,Hong Kong Metis TechBio Limited,Director of Tumor Immunotherapy R&D,skipped_applied,SavedSearch:ai,,2026-06-13 20:24:26
1941,科技 (Technology),Senior Programmer / Analyst Programmer,skipped_reject,SavedSearch:ai,,2026-06-13 20:24:44
1942,6J Biotechnology (Hong Kong) Limited,Research Scientist in Drug Development – Chemical Synthesis,skipped_reject,SavedSearch:ai,,2026-06-13 20:25:01
1943,NTT,Client Manager,skipped_reject,SavedSearch:ai,,2026-06-13 20:25:19
1944,Imbee Limited,技術業務分析師招聘簡章,skipped_reject,SavedSearch:ai,,2026-06-13 20:25:35
1945,Crypto.com,"Product Director, Banking Engagement",skipped_reject,SavedSearch:ai,,2026-06-13 20:25:49
1946,GratiCore,VP of Alternatives Investment Management - GratiCore,skipped_reject,SavedSearch:ai,,2026-06-13 20:26:04
1947,CONSTRUCTION INDUSTRY COUNCIL - HONG KONG INSTITUTE OF CONSTRUCTION,Senior Officer - IT Application,skipped_reject,SavedSearch:ai,,2026-06-13 20:26:16
1948,HAIZHI TECHNOLOGY GROUP(HK) LIMITED,Key Account Sales Manager – Public Sector,skipped_region,SavedSearch:ai,,2026-06-13 20:26:20
1949,GDEPRI Power Control Systems & Equipment (HK) Limited,Senior Project Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:26:32
1950,University of Macau,Full/Associate/Assistant Professor in Biomedical Engineering,skipped_reject,SavedSearch:ai,,2026-06-13 20:26:47
1951,Biaohan Limited,Full Stack Engineer (Mobile App),skipped_reject,SavedSearch:ai,,2026-06-13 20:26:58
1952,Zeal Group,Technical Project Manager,skipped_reject,SavedSearch:ai,,2026-06-13 20:27:12
1953,Galaxy Digital Services,"Vice President, Senior Quality Engineer (Automation)New",skipped_reject,SavedSearch:ai,,2026-06-13 20:27:26
1954,Kody,Senior Fullstack Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:27:42
1955,IO Tech Solutions Limited,Senior IT Engineer/Team Leader - EUC,skipped_reject,SavedSearch:ai,,2026-06-13 20:27:53
1956,binance,Compliance Team Lead - KYB,skipped_reject,SavedSearch:ai,,2026-06-13 20:28:04
1957,LeafIoT Technology Limited,Product Engineer / Assistant Product Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:28:22
1958,Michael Page International (HK) Ltd,Senior Automation Testing Engineer (Remote Working based in HK),skipped_reject,SavedSearch:ai,,2026-06-13 20:28:41
1959,Hong Kong Education City Limited,計劃經理 (只供英文版),skipped_reject,SavedSearch:ai,,2026-06-13 20:28:59
1960,IO Tech Solutions Limited,Python Finance Developer (P&L Reporting) - HK/SG,skipped_reject,SavedSearch:ai,,2026-06-13 20:29:12
1961,Clouds Shore,"IT Product Manager (UIUX + Project Management, Mobile Application Project)",skipped_reject,SavedSearch:ai,,2026-06-13 20:29:25
1962,Tencent Holdings Limited,"Legal Counsel, Cloud",skipped_reject,SavedSearch:ai,,2026-06-13 20:29:36
1963,Finoverse,Chief Marketing Officer,skipped_reject,SavedSearch:ai,,2026-06-13 20:29:51
1964,Kowloon Development Company Limited   九龍建業有限公司,SYSTEM ANALYST / SENIOR SYSTEM ANALYST,skipped_reject,SavedSearch:ai,,2026-06-13 20:30:11
1965,binance,Senior Talent Acquisition Specialist (Technical and Product),skipped_reject,SavedSearch:ai,,2026-06-13 20:30:23
1966,CMB International Capital Corporation Limited,Junior Investment Analyst - CMB International Capital Corporation Limited,skipped_reject,SavedSearch:ai,,2026-06-13 20:30:37
1967,Lalamove,Head of Product,skipped_reject,SavedSearch:ai,,2026-06-13 20:30:51
1968,Galaxy,"Vice President, Senior Quality Engineer (Automation)",skipped_reject,SavedSearch:ai,,2026-06-13 20:31:11
1969,HAIZHI TECHNOLOGY GROUP(HK) LIMITED,Key Account Sales Manager – FSI,skipped_region,SavedSearch:ai,,2026-06-13 20:31:15
1970,Crypto.com,Social Media Manager,skipped_reject,SavedSearch:ai,,2026-06-13 20:31:26
1971,Philips Electronics Hong Kong Limited,"Senior Clinical Scientist, MR",skipped_reject,SavedSearch:ai,,2026-06-13 20:31:37
1972,Pergamon Labs,Knowledge Engineer for AI System - Financial Disclosure Automation,skipped_reject,SavedSearch:ai,,2026-06-13 20:31:49
1973,Infore Capital Management,Industrials Analyst - Infore Capital Management,skipped_reject,SavedSearch:ai,,2026-06-13 20:32:03
1974,EdirectInsure Group,"Senior Analyst, Organisational Development",skipped_reject,SavedSearch:ai,,2026-06-13 20:32:14
1975,China Alpha Fund Management (HK) Limited,Analyst - China Alpha Fund Management (HK) Limited,skipped_reject,SavedSearch:ai,,2026-06-13 20:32:34
1976,China Construction Bank (Asia) Corporation Limited,AVP/VP - Digital Transformation Management,skipped_reject,SavedSearch:ai,,2026-06-13 20:32:47
1977,binance,Rule Tuning Specialist – Transaction Monitoring,skipped_reject,SavedSearch:ai,,2026-06-13 20:32:59
1978,Finoverse,Content Programme Manager,skipped_reject,SavedSearch:ai,,2026-06-13 20:33:13
1979,Sanofi Hong Kong Limited,(Senior) Product Manager - Vaccines,skipped_reject,SavedSearch:ai,,2026-06-13 20:33:32
1980,Swiss Re Asia Pte. Ltd.,Customer Success & Delivery Team Lead,skipped_reject,SavedSearch:ai,,2026-06-13 20:33:44
1981,ConSynance Therapeutics Limited,Director of Pharmacology,skipped_reject,SavedSearch:ai,,2026-06-13 20:33:57
1982,Gopher Redwoods Asset Management Limited,"Director, Investment & Research",skipped_region,SavedSearch:ai,,2026-06-13 20:34:01
1983,Hong Kong Examinations and Assessment Authority,Senior Officer – Information Technology (IT Application) (Ref: IT/05/315),skipped_reject,SavedSearch:ai,,2026-06-13 20:34:19
1984,Hong Kong SAR Oncology Centre Limited,Contract IT Onsite Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:34:31
1985,GratiCore,Senior Equity Researcher - GratiCore,skipped_reject,SavedSearch:ai,,2026-06-13 20:34:44
1986,KGI,"Lead Product Manager, Client Digital Experience (Wealth Management)",skipped_region,SavedSearch:ai,,2026-06-13 20:34:50
1987,KK Company,Assistant Marketing Manager,skipped_reject,SavedSearch:ai,,2026-06-13 20:35:05
1988,Capula,Networking & Security Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:35:24
1989,"iTronics Co., Limited",供應鏈運營總監,skipped_reject,SavedSearch:ai,,2026-06-13 20:35:42
1990,"Guosen Securities (HK) Financial Holdings Company, Limited",Proprietary Trader (FICC),skipped_region,SavedSearch:ai,,2026-06-13 20:35:47
1991,Hong Kong SAR Oncology Centre Limited,Technology Transformation Manager,skipped_reject,SavedSearch:ai,,2026-06-13 20:36:04
1992,New Town Medical & Dental Services Limited,Marketing Manager (Medical and Health),skipped_reject,SavedSearch:ai,,2026-06-13 20:36:30
1993,Clouds Shore,Senior UIUX Designer (Mobile App),skipped_reject,SavedSearch:ai,,2026-06-13 20:36:54
1994,Privé Technologies,Product Designer,skipped_reject,SavedSearch:ai,,2026-06-13 20:37:10
1995,"JPMorgan Chase Bank, N.A.","Asia Regional Integrated Content Manager, Private Bank - Vice President",skipped_reject,SavedSearch:ai,,2026-06-13 20:37:27
1996,RGH-Global Limited,Chief Engineer (Mechanical),skipped_reject,SavedSearch:ai,,2026-06-13 20:37:45
1997,LinkC Company Limited,Embodied AI Algorithm Engineer (VLN/RL + 3D Reconstruction / World Model),skipped_reject,SavedSearch:ai,,2026-06-13 20:38:39
1998,ConSynance Therapeutics Limited,Medical Director,skipped_reject,SavedSearch:ai,,2026-06-13 20:38:57
1999,FIL Asia Holdings Pte Ltd HK Branch,"Portfolio Construction & Risk, Senior Analyst",skipped_reject,SavedSearch:ai,,2026-06-13 20:39:15
2000,北極星科技有限公司,资产管理业务助理经理,skipped_reject,SavedSearch:ai,,2026-06-13 20:39:31
2001,Standard Chartered Bank (Hong Kong) Ltd,"Director, Project Management, V&V",skipped_reject,SavedSearch:ai,,2026-06-13 20:39:47
2002,Michael Page International (HK) Ltd,TMT research analyst,skipped_reject,SavedSearch:ai,,2026-06-13 20:40:07
2003,Olive Asset Management,Director of Investment Research - Olive Asset Management,skipped_reject,SavedSearch:ai,,2026-06-13 20:40:24
2004,Hex Trust,Analyst / Associate - Institutional Sales (Mandarin Speaking),skipped_reject,SavedSearch:ai,,2026-06-13 20:40:43
2005,"JPMorgan Chase Bank, N.A.",Equity Research – Healthcare – Associate,skipped_reject,SavedSearch:ai,,2026-06-13 20:40:59
2006,Chery Global Innovations (Hong Kong) Limited,Human Resources Business Partner (HRBP),skipped_reject,SavedSearch:ai,,2026-06-13 20:41:13
2007,Michael Page International (HK) Ltd,Head of AI - FinTech / Digital Payments,skipped_reject,SavedSearch:ai,,2026-06-13 20:41:31
2008,Midland Holdings Limited 美聯集團,Assistant Marketing Manager (Social Media & Content Operations),skipped_reject,SavedSearch:ai,,2026-06-13 20:41:45
2009,LinkC Company Limited,Full-Stack Software Engineer (Robot & Embodied AI Direction),skipped_reject,SavedSearch:ai,,2026-06-13 20:42:01
2010,Hex Trust,Finance Associate (Group Accounting & Operations),skipped_reject,SavedSearch:ai,,2026-06-13 20:42:17
2011,Acts Consulting Co. 毅知顧問公司,Artificial Intelligence (AI) Business Director (60-100K),skipped_reject,SavedSearch:ai,,2026-06-13 20:42:43
2012,Llewellyn and Partners Company Limited,BIM Coordinator / BIM Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:43:02
2013,Michael Page International (HK) Ltd,AI Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:43:19
2014,Acts Consulting Co. 毅知顧問公司,Director of AI Industry Development,skipped_reject,SavedSearch:ai,,2026-06-13 20:43:36
2015,Innocorn Technology Limited,Research Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:43:51
2016,"JPMorgan Chase Bank, N.A.","Executive Director, AI & Data Policy, APAC Region",skipped_reject,SavedSearch:ai,,2026-06-13 20:44:09
2017,Michael Page International (HK) Ltd,System Analyst (AI Prompt)- Insurance 35-50k,skipped_reject,SavedSearch:ai,,2026-06-13 20:44:25
2018,Television Broadcasts Ltd,Software Architect (AI-driven Development),skipped_reject,SavedSearch:ai,,2026-06-13 20:44:39
2019,Michael Page International (HK) Ltd,"Business Analys, AI Chatbot, Insurance (6m contract renew)",skipped_reject,SavedSearch:ai,,2026-06-13 20:44:55
2020,Michael Page International (HK) Ltd,"IT Business Analyst (AI Chatbot, Financial Service)",skipped_reject,SavedSearch:ai,,2026-06-13 20:45:10
2021,Michael Page International (HK) Ltd,AI Lead/ Manager- Insurance 80-100k,skipped_reject,SavedSearch:ai,,2026-06-13 20:45:27
2022,Hyphen Connect Limited,LLM Pre-training & Distributed Engineer (AI Infrastructure),skipped_external,SavedSearch:ai,,2026-06-13 20:45:47
2023,Michael Page International (HK) Ltd,Data Engineer - AI 30-35K,skipped_reject,SavedSearch:ai,,2026-06-13 20:46:05
2024,Michael Page International (HK) Ltd,Data Scientist - Gen AI 30-38K,skipped_reject,SavedSearch:ai,,2026-06-13 20:46:22
2025,SENSLAB HK LIMITED,AI-Integrated IT & Ops Engineer (Agentic Infrastructure),skipped_external,SavedSearch:ai,,2026-06-13 20:46:41
2026,Michael Page International (HK) Ltd,"Project Manager (5 year exp, AI Digital Project, Insurance)60k",skipped_reject,SavedSearch:ai,,2026-06-13 20:47:00
2027,QIMA Limited,AI Engineer - HR Focus - Internship only,skipped_reject,SavedSearch:ai,,2026-06-13 20:47:19
2028,LinkC Company Limited,Robot Cluster Scheduling Development Engineer,skipped_reject,SavedSearch:ai,,2026-06-13 20:47:39
2029,Hong Kong International Airport,Systems Analyst,skipped_reject,SavedSearch:ai,,2026-06-13 20:47:54
2030,NP Solution Limited,Senior Data Scientist,skipped_reject,SavedSearch:ai,,2026-06-13 20:48:11
